first_name,second_name,team_name,player_pos,minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,form,in_dreamteam,selected_by_percent,creativity,ict_index,influence,threat,status,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,news,news_added,current_cost,web_name,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,special,Mins_Per_90,Goals_Per_90,Assists_Per_90
Jordan,Pickford,Everton,Goalkeeper,2610,0,46,0,6,0,0,75,0,1,0,2.9,3,84,473,['form'],FALSE,6.4,3,59.4,593.6,0,available,0,0,0,0,-0.3,0.3,1,0,0,0,N/A,N/A,5.2,Pickford,481652,0,721709,0,0,16.2,111234,148,FALSE,29,0,0
Maarten,Stekelenburg,Everton,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,7,0,0,0,0,available,0,0,0,0,-0.1,0.1,7,0,0,0,N/A,N/A,3.9,Stekelenburg,197695,0,264599,0,0,0,10318,149,FALSE,0,0,0
Richarlison,de Andrade,Everton,Midfielder,2352,10,42,5,6,0,0,0,0,5,0,4.9,13,133,428,['form'],TRUE,12.4,438.3,215.4,688.8,1025,available,100,100,0,0,0.3,-0.3,2,0,0,0,N/A,2020-01-17T14:00:19.894274Z,8.3,Richarlison,2126390,0,1890809,0,0,16,212319,150,FALSE,26.1333,0.3827,0.1913
Gylfi,Sigurdsson,Everton,Midfielder,1992,1,37,3,5,0,0,0,0,3,0,2.7,4,69,302,['form'],FALSE,2.4,676.8,141.7,333,407,available,100,100,0,0,-0.7,0.7,0,0,0,0,N/A,2020-01-17T14:00:19.905907Z,7.3,Sigurdsson,143197,0,824972,0,0,9.5,55422,151,FALSE,22.1333,0.0452,0.1355
Bernard,Anicio Caldeira Duarte,Everton,Midfielder,1016,3,10,2,7,0,0,0,0,2,0,3.2,6,60,197,['form'],FALSE,0.7,287,77.4,271.4,218,available,100,100,0,0,-0.1,0.1,2,0,0,0,N/A,2020-03-08T17:30:16.694056Z,6.4,Bernard,200447,0,217757,0,0,9.4,100649,152,FALSE,11.2889,0.2657,0.1772
Theo,Walcott,Everton,Midfielder,1058,1,14,3,3,0,0,0,0,1,0,2.3,1,49,133,['form'],FALSE,0.4,213.2,82,149.4,455,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2020-02-08T14:30:24.871274Z,6.2,Walcott,24123,0,60537,0,0,7.9,20467,153,FALSE,11.7556,0.0851,0.2552
Tom,Davies,Everton,Midfielder,1365,1,26,1,3,0,0,0,0,7,0,2,3,42,160,['form'],FALSE,0.1,94.9,50.8,192.4,219,available,0,0,0,0,-0.2,0.2,1,0,0,0,N/A,N/A,5.3,Davies,14695,0,18011,0,0,7.9,173807,154,FALSE,15.1667,0.0659,0.0659
Ademola,Lookman,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,5,Lookman,241,0,632,0,0,0,219352,155,FALSE,0,0,0
Idrissa,Gueye,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,5,Gueye,494,0,2171,0,0,0,80801,156,FALSE,0,0,0
Morgan,Schneiderlin,Everton,Midfielder,998,0,20,0,1,0,0,0,0,4,1,1.2,0,18,132,['form'],FALSE,0.6,78.5,25.5,143.2,32,injured,0,0,0,0,-0.1,0.1,0,0,0,0,Knee injury - Unknown return date,2020-02-28T16:30:25.542559Z,4.4,Schneiderlin,38948,0,85672,0,0,4.1,42774,158,FALSE,11.0889,0,0
Fabian,Delph,Everton,Defender,1187,0,24,0,2,0,0,0,0,3,1,1.5,2,24,202,['form'],FALSE,0.2,146.7,35.4,183,24,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-01T17:30:19.305790Z,5.3,Delph,13667,0,30928,0,0,4.5,41823,205,FALSE,13.1889,0,0
Andre Filipe,Tavares Gomes,Everton,Midfielder,786,0,13,0,2,0,0,0,0,5,0,1.5,0,16,93,['form'],FALSE,0.3,100.2,19.5,69,25,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-11-03T18:30:18.626117Z,5.2,Andre Gomes,14559,0,70220,0,0,3.1,120250,422,FALSE,8.7333,0,0
Lewis,Gibson,Everton,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined Fleetwood Town on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T10:30:16.201935Z,4.2,Gibson,4646,0,11464,0,0,0,232964,477,FALSE,0,0,0
Mason,Holgate,Everton,Defender,1732,0,32,4,3,0,0,0,0,4,0,2.5,5,55,343,['form'],FALSE,2,52.2,59.5,390.6,150,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.3,Holgate,270354,0,143253,0,0,12.8,194164,478,FALSE,19.2444,0,0.2079
Jonas,Lossl,Everton,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined Huddersfield Town on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T22:30:14.186781Z,4.2,Lossl,2342,0,30232,0,0,0,57513,479,FALSE,0,0,0
Moise,Kean,Everton,Striker,670,1,12,2,1,0,0,0,0,0,0,1.8,3,40,95,['form'],FALSE,1.4,99.8,51,99,318,available,0,0,0,0,-0.7,0.7,0,0,0,0,N/A,N/A,6.3,Kean,87592,0,453217,0,0,6.3,242058,496,FALSE,7.4444,0.1343,0.2687
Jean-Philippe,Gbamin,Everton,Midfielder,135,0,0,0,1,0,0,0,0,0,0,2,0,4,14,['form'],FALSE,0,6.3,2.6,20,0,injured,0,75,0,0,-0.2,0.2,0,0,0,0,Achilles injury - Unknown return date,2019-08-23T21:30:13.493993Z,4.8,Gbamin,2782,0,7202,0,0,0.8,160987,497,FALSE,1.5,0,0
Djibril,Sidibe,Everton,Defender,1638,0,29,4,4,0,0,0,0,3,0,3,9,64,343,['form'],FALSE,1,318.3,84.9,421,111,available,100,100,0,0,-0.5,0.5,1,0,0,0,N/A,2019-12-15T14:00:21.169468Z,5,Sidibe,236942,0,197392,0,0,12.8,102747,511,FALSE,18.2,0,0.2198
Beni,Baningime,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,100,100,0,0,0,0,0,0,0,0,N/A,2019-11-29T16:00:27.549912Z,4.5,Baningime,839,0,679,0,0,0,195855,557,FALSE,0,0,0
Anthony,Gordon,Everton,Striker,59,0,0,0,0,0,0,0,0,0,0,1,0,2,7,['form'],FALSE,0,7.5,2.4,3.4,14,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Gordon,3693,0,2985,0,0,0.4,232826,561,FALSE,0.6556,0,0
Oumar,Niasse,Everton,Striker,19,0,2,0,0,0,0,0,0,0,0,1,0,3,1,['form'],FALSE,0,1.8,0.9,7,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Niasse,3745,0,2458,0,0,0.7,113688,570,FALSE,0.2111,0,0
Rhu-endly,Martina,Everton,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Cuco Martina,2747,0,1706,0,0,0,56192,577,FALSE,0,0,0
Joao Manuel,Neves Virginia,Everton,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Virginia,172,0,54,0,0,0,222627,629,FALSE,0,0,0
Ricardo Domingos,Barbosa Pereira,Leicester City,Defender,2520,3,27,2,10,0,0,0,0,1,0,4.4,11,123,568,['form'],FALSE,12.7,446.5,141.9,738,235,injured,0,0,0,0,0.3,-0.3,3,0,0,0,Knee injury - Expected back 12 Jul,2020-03-12T14:30:24.198726Z,6.3,Pereira,1583911,0,1160810,0,0,19.5,111931,159,FALSE,28,0.1071,0.0714
Benjamin,Chilwell,Leicester City,Defender,2059,2,23,3,8,0,0,0,0,2,0,4.1,3,94,428,['form'],FALSE,8.4,443.9,106.7,455.2,167,available,100,100,0,0,0,0,1,0,0,0,N/A,2020-03-06T15:00:21.670859Z,5.5,Chilwell,1237364,0,1053961,0,0,17.1,172850,161,FALSE,22.8778,0.0874,0.1311
Jonny,Evans,Leicester City,Defender,2574,1,28,2,10,0,0,0,0,5,0,3.7,10,108,576,['form'],FALSE,6.4,80.3,99.9,621.6,296,available,100,100,0,0,0.3,-0.3,3,0,0,0,N/A,2019-11-23T17:00:22.413179Z,5.3,Evans,780284,0,428336,0,0,20.4,37642,162,FALSE,28.6,0.035,0.0699
Christian,Fuchs,Leicester City,Defender,634,0,6,0,2,0,0,0,0,0,0,3,2,24,119,['form'],FALSE,0.3,47.7,19.7,131.2,18,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Fuchs,26453,0,37252,0,0,5.7,37402,163,FALSE,7.0444,0,0
oaglar,Soyuncu,Leicester City,Defender,2520,1,27,1,10,0,0,0,0,4,0,3.7,9,103,577,['form'],FALSE,15.9,69,91.4,637.6,205,available,0,0,0,0,0.4,-0.4,1,0,0,0,N/A,N/A,4.9,Soyuncu,2120200,0,1078441,0,0,21,218031,164,FALSE,28,0.0357,0.0357
Wes,Morgan,Leicester City,Defender,160,0,1,0,0,0,0,0,0,0,0,1.1,0,9,35,['form'],FALSE,0.6,0.7,8.2,45.8,36,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2020-01-27T15:00:16.943418Z,4.1,Morgan,31603,0,91204,0,0,2.2,15033,165,FALSE,1.7778,0,0
Jamie,Vardy,Leicester City,Striker,2222,19,25,6,8,1,0,0,0,2,0,6.4,27,167,615,['form'],TRUE,29.8,228.9,199.7,817.6,958,available,100,100,0,0,0.7,-0.7,7,0,0,0,N/A,2020-03-12T16:00:18.992810Z,9.7,Vardy,4603298,0,3360493,0,0,17.2,101668,166,FALSE,24.6889,0.7696,0.243
Kelechi,Iheanacho,Leicester City,Striker,579,3,7,4,1,0,0,0,0,1,0,3.7,5,44,139,['form'],FALSE,0.4,142.3,68.6,184.8,360,available,100,100,0,0,-0.3,0.3,1,0,0,0,N/A,2020-02-22T21:30:18.745261Z,5.7,Iheanacho,61061,0,65509,0,0,7.7,173515,167,FALSE,6.4333,0.4663,0.6218
Kasper,Schmeichel,Leicester City,Goalkeeper,2610,0,28,0,10,0,1,81,0,2,0,4.1,6,119,552,['form'],FALSE,14.3,10,70.7,696.4,0,available,0,0,0,0,0.4,-0.4,1,0,0,0,N/A,N/A,5.4,Schmeichel,1269824,0,767894,0,0,22,17745,168,FALSE,29,0,0
Eldin,Jakupovic,Leicester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Jakupovic,1536,0,5566,0,0,0,11974,169,FALSE,0,0,0
Danny,Ward,Leicester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Ward,2387,0,9291,0,0,0,95463,170,FALSE,0,0,0
James,Maddison,Leicester City,Midfielder,2399,6,25,5,9,0,0,0,0,4,0,4.2,14,119,501,['form'],FALSE,18.8,1171.8,242,613.6,634,available,100,100,0,0,0.5,-0.5,1,0,0,0,N/A,2020-03-12T14:30:24.243040Z,7.5,Maddison,3092189,0,2503370,0,0,15.9,172780,171,FALSE,26.6556,0.2251,0.1876
Harvey,Barnes,Leicester City,Midfielder,1705,6,16,8,7,0,0,0,0,0,0,4.1,8,112,336,['form'],FALSE,4.4,437.9,164.1,457.4,745,available,100,100,0,0,0.2,-0.2,2,0,0,0,N/A,2019-12-21T19:30:16.602039Z,6.2,Barnes,526641,0,229971,0,0,18.1,201666,172,FALSE,18.9444,0.3167,0.4223
Rachid,Ghezzal,Leicester City,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.4,0.4,0,0,0,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,5.1,Ghezzal,612,0,3909,0,0,0,115858,173,FALSE,0,0,0
Marc,Albrighton,Leicester City,Midfielder,476,0,7,3,1,0,0,0,0,1,0,1.9,1,27,121,['form'],FALSE,0.2,164.4,35.5,126.4,64,available,0,0,0,0,-0.4,0.4,0,0,0,0,N/A,N/A,5.1,Albrighton,9968,0,21821,0,0,5.3,51938,174,FALSE,5.2889,0,0.5672
Demarai,Gray,Leicester City,Midfielder,409,1,4,2,0,1,0,0,0,1,0,1.7,0,24,80,['form'],FALSE,0.2,114.3,37.8,109.2,156,available,100,100,0,0,-0.5,0.5,0,0,0,0,N/A,2019-12-01T23:30:20.997051Z,5,Gray,11591,0,37480,0,0,4.8,172632,175,FALSE,4.5444,0.2201,0.4401
Wilfred,Ndidi,Leicester City,Midfielder,1891,2,19,1,9,0,0,0,0,3,0,2.9,5,67,347,['form'],FALSE,1.7,192.4,84,492,155,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-02-01T14:30:20.874570Z,5,Ndidi,386260,0,407493,0,0,13.4,203341,176,FALSE,21.0111,0.0952,0.0476
Matty,James,Leicester City,Midfielder,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0.2,0.1,0.1,0.4,0,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-08-27T12:30:14.308742Z,4.3,James,12958,0,25623,0,0,0.2,61604,177,FALSE,0.0556,0,0
Daniel,Amartey,Leicester City,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,injured,0,0,0,0,-0.3,0.3,7,0,0,0,Ankle injury - Unknown return date,2020-01-10T15:00:19.392765Z,4.2,Amartey,27851,0,37288,0,0,0,155569,178,FALSE,0,0,0
Nampalys,Mendy,Leicester City,Midfielder,200,0,3,0,0,0,0,0,0,0,0,1.4,0,7,53,['form'],FALSE,0.8,34.8,8.1,37,9,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-01-22T21:30:23.983564Z,4.3,Mendy,95961,0,114952,0,0,1.6,86881,179,FALSE,2.2222,0,0
Hamza,Choudhury,Leicester City,Midfielder,777,1,10,1,3,0,0,0,0,2,1,1.9,0,30,139,['form'],FALSE,0.8,66.8,32.5,175,83,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-14T22:30:11.974179Z,4.3,Choudhury,142852,0,137798,0,0,7,197469,180,FALSE,8.6333,0.1158,0.1158
Ayoze,Perez,Leicester City,Midfielder,1578,7,17,5,7,0,0,0,0,0,0,4.4,9,110,329,['form'],FALSE,8.4,351.3,147.1,471.4,646,available,0,0,0,0,-0.3,0.3,4,0,0,0,N/A,N/A,6.2,Perez,1279921,0,1693041,0,0,17.7,168580,265,FALSE,17.5333,0.3992,0.2852
Ryan,Bennett,Leicester City,Defender,603,0,9,0,2,0,0,0,0,2,0,1.9,0,21,110,['form'],FALSE,0.3,33.7,16.3,113.6,16,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-06T13:30:15.776998Z,4.8,Bennett,17628,0,44379,0,0,4.4,41727,404,FALSE,6.7,0,0
James,Justin,Leicester City,Defender,200,0,1,1,1,0,0,0,0,0,0,3.2,0,13,49,['form'],FALSE,0.1,43.2,11.3,60.6,10,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.7,Justin,3636,0,7842,0,0,2.8,220627,433,FALSE,2.2222,0,0.45
Youri,Tielemans,Leicester City,Midfielder,2148,3,24,5,9,0,0,0,0,1,0,3.4,5,95,393,['form'],FALSE,4.2,560.7,138,431.6,386,available,0,0,0,0,-0.4,0.4,2,0,0,0,N/A,N/A,6.1,Tielemans,922632,0,1027524,0,0,15.6,166989,448,FALSE,23.8667,0.1257,0.2095
Andy,King,Leicester City,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.3,0,0,0,0,not available,0,0,0,0,-0.3,0.3,9,0,0,0,Joined Huddersfield Town on loan until the end of the season on 16/1. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,4.2,King,40987,0,66856,0,0,0,13152,480,FALSE,0,0,0
Dennis,Praet,Leicester City,Midfielder,961,1,10,3,2,0,0,0,0,2,0,2.3,3,48,188,['form'],FALSE,0.1,131.7,48.1,174.2,177,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,5.3,Praet,9726,0,11813,0,0,9.1,106837,517,FALSE,10.6778,0.0937,0.281
Filip,Benkovic,Leicester City,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Bristol City on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T23:00:20.852440Z,3.9,Benkovic,2376,0,1228,0,0,0,213405,597,FALSE,0,0,0
Andrew,Robertson,Liverpool,Defender,2443,1,20,7,11,0,0,0,0,1,0,4.9,15,137,641,['form'],TRUE,19.8,708.4,163.3,619.4,304,available,100,100,0,0,0,0,1,0,0,0,N/A,2020-03-07T14:30:16.708069Z,7,Robertson,1335698,0,2040537,0,0,19.6,122798,181,FALSE,27.1444,0.0368,0.2579
Trent,Alexander-Arnold,Liverpool,Defender,2549,2,21,14,11,0,0,0,0,4,0,5.7,18,166,727,['form'],TRUE,44.6,1169.3,234.5,822.2,353,available,100,100,0,0,0.8,-0.8,6,0,0,0,N/A,2019-10-22T15:00:19.720774Z,7.8,Alexander-Arnold,2771558,0,1302586,0,0,21.3,169187,182,FALSE,28.3222,0.0706,0.4943
Virgil,van Dijk,Liverpool,Defender,2610,4,21,1,12,0,0,0,0,1,0,4.9,12,141,631,['form'],TRUE,44.4,116.2,120.9,739,355,available,100,100,0,0,0,0,2,0,0,0,N/A,2019-10-27T20:00:16.725016Z,6.5,van Dijk,1744903,0,2263545,0,0,21.7,97032,183,FALSE,29,0.1379,0.0345
Joseph,Gomez,Liverpool,Defender,1277,0,5,0,10,0,0,0,0,3,0,4,7,76,332,['form'],FALSE,5.1,80.5,35.9,270,8,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-29T20:00:17.305841Z,5.3,Gomez,542017,0,312438,0,0,14.3,171287,184,FALSE,14.1889,0,0
Joel,Matip,Liverpool,Defender,631,1,5,0,2,0,0,0,0,0,0,4.1,4,33,143,['form'],FALSE,1.1,20.9,25,192.4,35,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-10-22T15:00:19.734580Z,5.2,Matip,446387,0,493508,0,0,6.3,60914,185,FALSE,7.0111,0.1426,0
Dejan,Lovren,Liverpool,Defender,759,0,11,1,0,0,0,0,0,1,0,1.9,0,17,143,['form'],FALSE,0.2,27.9,27.4,192.4,52,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-12-10T22:00:14.744701Z,5.3,Lovren,52600,0,64849,0,0,3.2,38454,186,FALSE,8.4333,0,0.1186
Roberto,Firmino,Liverpool,Striker,2410,8,16,8,14,0,0,0,0,0,0,4.5,18,130,500,['form'],FALSE,14.9,535.2,255.6,626.8,1392,available,0,0,0,0,0,0,2,0,0,0,N/A,N/A,9.5,Firmino,2094203,0,1864871,0,0,13.7,92217,187,FALSE,26.7778,0.2988,0.2988
Divock,Origi,Liverpool,Striker,513,3,10,3,1,0,0,0,0,0,0,2.4,6,52,185,['form'],FALSE,2.4,99.3,43.7,164.8,173,available,100,100,0,0,-0.4,0.4,1,0,0,0,N/A,2019-09-14T13:30:10.426607Z,5.1,Origi,427002,0,613049,0,0,10.2,152760,188,FALSE,5.7,0.5263,0.5263
Alisson,Ramses Becker,Liverpool,Goalkeeper,1733,0,12,1,10,0,0,45,0,0,1,4.5,6,89,408,['form'],FALSE,9.3,10,38.8,377,0,available,100,100,0,0,0.2,-0.2,1,0,0,0,N/A,2020-03-06T14:00:17.901193Z,6.2,Alisson,733712,0,1986842,0,0,14.4,116535,189,FALSE,19.2556,0,0.0519
Simon,Mignolet,Liverpool,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,4.5,Mignolet,651,0,3031,0,0,0,66797,190,FALSE,0,0,0
Mohamed,Salah,Liverpool,Midfielder,2243,16,15,6,14,0,0,0,0,1,0,7.2,23,186,541,['form'],TRUE,43.6,637.9,308.9,834.4,1618,available,100,100,0,0,0.2,-0.2,6,0,0,0,N/A,2019-11-12T23:00:18.865321Z,12.7,Salah,3426929,0,3182873,0,0,14.6,118748,191,FALSE,24.9222,0.642,0.2407
Sadio,Mane,Liverpool,Midfielder,2077,14,18,9,9,0,0,0,0,2,0,6.7,22,175,520,['form'],TRUE,25.1,580.8,234.4,791.6,970,available,100,100,0,0,1,-1,7,0,0,0,N/A,2020-01-23T22:00:20.209143Z,12.5,Mane,4119513,0,3498927,0,0,14,110979,192,FALSE,23.0778,0.6066,0.39
Alex,Oxlade-Chamberlain,Liverpool,Midfielder,1096,3,7,0,7,0,0,0,0,1,0,2.7,2,56,195,['form'],FALSE,0.7,235.2,77.2,229.2,309,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-12-22T10:30:14.855332Z,6.2,Chamberlain,125912,0,119926,0,0,9,81880,193,FALSE,12.1778,0.2463,0
Xherdan,Shaqiri,Liverpool,Midfielder,174,1,2,0,1,0,0,0,0,0,0,2.3,0,14,51,['form'],FALSE,0.2,46.7,13.2,47.8,37,injured,0,0,0,0,-0.2,0.2,0,0,0,0,Calf injury - Unknown return date,2020-01-20T01:30:26.101594Z,6.3,Shaqiri,9564,0,30780,0,0,2.2,68312,194,FALSE,1.9333,0.5173,0
Adam,Lallana,Liverpool,Midfielder,371,1,5,1,1,0,0,0,0,1,0,1.8,1,27,97,['form'],FALSE,0.1,68.8,25.1,107.2,74,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2020-01-23T22:00:20.242805Z,5.7,Lallana,5835,0,10633,0,0,4.7,39155,195,FALSE,4.1222,0.2426,0.2426
Naby,Keita,Liverpool,Midfielder,365,1,2,1,3,0,0,0,0,1,0,2.8,3,25,102,['form'],FALSE,0.2,124.2,38.7,144.8,118,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-02-29T20:00:17.326447Z,5.8,Keita,43469,0,69524,0,0,4.3,175592,196,FALSE,4.0556,0.2466,0.2466
Fabio Henrique,Tavares,Liverpool,Midfielder,1444,1,16,1,3,0,0,0,0,5,0,2.2,4,45,264,['form'],FALSE,1,259.8,58.9,274,54,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-11-23T17:00:22.531327Z,5.4,Fabinho,117910,0,150653,0,0,8.3,116643,197,FALSE,16.0444,0.0623,0.0623
Jordan,Henderson,Liverpool,Midfielder,1883,3,9,5,14,0,0,0,0,1,0,4,9,99,453,['form'],FALSE,1.4,402.4,112.9,500,225,available,100,100,0,0,-0.2,0.2,2,0,0,0,N/A,2020-02-18T22:30:17.069406Z,5.3,Henderson,274707,0,253301,0,0,18.7,56979,198,FALSE,20.9222,0.1434,0.239
Georginio,Wijnaldum,Liverpool,Midfielder,2321,3,18,0,11,0,0,0,0,0,0,3,5,85,388,['form'],FALSE,2.3,239.8,88.8,348.4,299,available,100,100,0,0,-0.1,0.1,1,0,0,0,N/A,2019-12-14T14:30:24.028899Z,5.4,Wijnaldum,310502,0,346843,0,0,15.7,41733,199,FALSE,25.7889,0.1163,0
James,Milner,Liverpool,Midfielder,758,2,7,2,4,0,0,0,0,3,0,2.5,3,45,176,['form'],FALSE,0.5,136,45.1,213.4,100,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-02-24T22:00:19.427441Z,5.3,Milner,43194,0,77846,0,0,8.5,15157,200,FALSE,8.4222,0.2375,0.2375
Rafael,Camacho,Liverpool,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,4.5,Camacho,560,0,670,0,0,0,217989,201,FALSE,0,0,0
Rhian,Brewster,Liverpool,Striker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.5,0,0,0,0,not available,0,0,0,0,-0.3,0.3,9,0,0,0,Joined Swansea City on loan until the end of the season on 7/1. - Expected back 01 Jul,2020-01-08T02:00:17.506626Z,4.2,Brewster,72203,0,87402,0,0,0,195473,464,FALSE,0,0,0
Adrian,San Miguel del Castillo,Liverpool,Goalkeeper,873,0,10,0,2,0,0,18,0,1,0,2.5,0,27,136,['form'],FALSE,2.1,0,13.2,131.4,0,available,100,100,0,0,-0.5,0.5,0,0,0,0,N/A,2019-08-16T11:00:10.760553Z,4,Adrian,653380,0,614085,0,0,6.8,60706,526,FALSE,9.7,0,0
Andy,Lonergan,Liverpool,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Lonergan,2317,0,3001,0,0,0,11948,530,FALSE,0,0,0
Caoimhin,Kelleher,Liverpool,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,100,0,0,0,-0.1,0.1,0,0,0,0,N/A,2020-03-06T23:30:18.068595Z,4.4,Kelleher,1181,0,1709,0,0,0,200720,531,FALSE,0,0,0
Harvey,Elliott,Liverpool,Midfielder,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0,0,0,0,0,available,100,100,0,0,0,0,0,0,0,0,N/A,2019-11-13T16:30:17.659021Z,4.5,Elliott,1100,0,997,0,0,0.2,444884,550,FALSE,0.0111,0,0
Curtis,Jones,Liverpool,Midfielder,19,0,0,0,0,0,0,0,0,0,0,1,0,2,8,['form'],FALSE,0,3.5,1.1,5.2,4,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Jones,705,0,567,0,0,0.4,206915,569,FALSE,0.2111,0,0
Neco,Williams,Liverpool,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Williams,7419,0,5527,0,0,0,215136,575,FALSE,0,0,0
