first_name,second_name,team_name,player_pos,minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,form,in_dreamteam,selected_by_percent,creativity,ict_index,influence,threat,status,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,news,news_added,current_cost,web_name,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,special,Mins_Per_90,Goals_Per_90,Assists_Per_90
Charlie,Daniels,Bournemouth,Defender,126,0,2,0,0,0,0,0,0,0,0,1.5,0,3,18,['form'],FALSE,0.1,29.6,5.2,22.4,0,injured,0,0,0,0,-0.3,0.3,0,0,0,0,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,4.2,Daniels,3309,0,17178,0,0,0.7,41320,60,FALSE,1.4,0,0
Chris,Mepham,Bournemouth,Defender,901,1,19,0,1,0,0,0,0,1,0,2.4,2,26,161,['form'],FALSE,0.6,16.5,42.2,268.6,136,available,100,75,0,0,-0.2,0.2,1,0,0,0,N/A,2020-01-10T17:00:16.673521Z,4.3,Mepham,94670,0,122273,0,0,6,223911,61,FALSE,10.0111,0.0999,0
Simon,Francis,Bournemouth,Defender,964,0,21,0,1,0,0,0,0,3,1,1.1,1,16,161,['form'],FALSE,0,64.4,40.2,263.8,72,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-03-09T10:30:19.638090Z,4.4,Francis,4808,0,4221,0,0,3.6,15149,62,FALSE,10.7111,0,0
Adam,Smith,Bournemouth,Defender,1557,0,27,1,3,0,0,0,0,6,0,2.2,3,39,231,['form'],FALSE,0.4,141.5,47.3,238.8,93,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2019-11-30T15:00:18.860871Z,4.3,Adam Smith,62107,0,135438,0,0,9.1,54469,63,FALSE,17.3,0,0.0578
Lloyd,Kelly,Bournemouth,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,100,75,0,0,-0.1,0.1,0,0,0,0,N/A,2020-01-31T01:00:23.162332Z,4.4,Kelly,4973,0,9229,0,0,0,235530,64,FALSE,0,0,0
Diego,Rico,Bournemouth,Defender,1793,0,27,3,5,0,0,0,0,6,0,2.9,5,61,335,['form'],FALSE,9.3,402.8,91.1,431.4,73,available,100,100,0,0,0.2,-0.2,1,0,0,0,N/A,2019-12-21T17:00:13.810253Z,4.2,Rico,1340333,0,1079301,0,0,14.5,171129,65,FALSE,19.9222,0,0.1506
Jack,Simpson,Bournemouth,Defender,238,0,6,0,0,0,0,0,0,0,0,1,0,4,33,['form'],FALSE,6.8,12.7,6.4,33.6,18,available,0,0,0,0,-0.1,0.1,0,0,0,0,N/A,N/A,3.9,Simpson,404973,0,470180,0,0,1,222434,66,FALSE,2.6444,0,0
Callum,Wilson,Bournemouth,Striker,2346,8,46,3,3,0,0,0,0,8,0,3.4,8,95,292,['form'],FALSE,4.8,343.3,139.6,376.8,683,available,100,100,0,0,-0.6,0.6,1,0,0,0,N/A,2019-12-07T17:00:19.209039Z,7.4,Callum Wilson,886275,0,1729632,0,0,12.8,75115,67,FALSE,26.0667,0.3069,0.1151
Joshua,King,Bournemouth,Striker,1461,4,22,3,3,0,0,0,0,0,0,3.6,8,69,227,['form'],FALSE,3.3,308.8,102.2,318.2,394,available,100,100,0,0,-0.4,0.4,1,0,0,0,N/A,2020-03-07T14:30:16.498010Z,6.1,King,629776,0,1672761,0,0,11.3,78007,68,FALSE,16.2333,0.2464,0.1848
Dominic,Solanke,Bournemouth,Striker,1176,0,25,2,1,0,0,0,0,1,0,1.7,0,41,77,['form'],FALSE,0.3,161.2,66,109.4,389,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2019-11-24T12:00:21.142150Z,5.1,Solanke,32021,0,51740,0,0,8,154566,69,FALSE,13.0667,0,0.1531
Sam,Surridge,Bournemouth,Striker,15,0,1,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0.6,0.3,0.3,0.2,2,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-08-07T20:00:14.104634Z,4.3,Surridge,61205,0,87209,0,0,0.2,217331,71,FALSE,0.1667,0,0
Asmir,Begovic,Bournemouth,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.7,0,0,0,0,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined AC Milan on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T20:30:12.943407Z,4.2,Begovic,12454,0,155726,0,0,0,40349,72,FALSE,0,0,0
Artur,Boruc,Bournemouth,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Boruc,7753,0,20957,0,0,0,18726,73,FALSE,0,0,0
Mark,Travers,Bournemouth,Goalkeeper,90,0,3,0,0,0,0,2,0,0,0,1,0,1,9,['form'],FALSE,0.2,0,1.5,15.2,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Travers,5296,0,13793,0,0,0.2,229600,74,FALSE,1,0,0
Ryan,Fraser,Bournemouth,Midfielder,2061,1,34,5,4,0,0,0,0,2,0,2.6,2,73,305,['form'],FALSE,2.6,627.1,141.9,355.6,440,available,100,100,0,0,-0.7,0.7,0,0,0,0,N/A,2019-11-29T10:30:15.625182Z,6.8,Fraser,150430,0,1130173,0,0,10.7,90105,75,FALSE,22.9,0.0437,0.2183
David,Brooks,Bournemouth,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,100,75,0,0,-0.3,0.3,0,0,0,0,N/A,2019-07-31T21:00:14.727782Z,6.2,Brooks,879,0,18848,0,0,0,111317,76,FALSE,0,0,0
Junior,Stanislas,Bournemouth,Midfielder,221,0,7,0,0,0,0,0,0,0,0,1.3,0,8,31,['form'],FALSE,0,37.7,11.5,24.6,52,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-01-12T20:00:12.983134Z,5.9,Stanislas,1133,0,1155,0,0,1.4,56872,77,FALSE,2.4556,0,0
Jordon,Ibe,Bournemouth,Midfielder,48,0,1,0,0,0,0,0,0,0,0,1,0,2,10,['form'],FALSE,0.1,5.4,1.2,6.8,0,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2020-01-21T01:00:16.756052Z,4.6,Ibe,7343,0,23738,0,0,0.4,103912,78,FALSE,0.5333,0,0
Lewis,Cook,Bournemouth,Midfielder,1000,0,19,1,2,0,0,0,0,3,0,1.6,0,32,147,['form'],FALSE,0,124.6,31.8,150.4,44,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-02-29T17:30:25.441741Z,5,Lewis Cook,6350,0,5538,0,0,6.4,155408,79,FALSE,11.1111,0,0.09
Andrew,Surman,Bournemouth,Midfielder,234,0,6,0,0,0,0,0,0,1,0,1.2,0,6,28,['form'],FALSE,0,25.5,5.6,23.6,8,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-12-20T11:00:16.393267Z,4.7,Surman,1465,0,4281,0,0,1.3,15237,80,FALSE,2.6,0,0
Dan,Gosling,Bournemouth,Midfielder,878,2,16,1,1,0,0,0,0,1,0,2.4,1,39,127,['form'],FALSE,0.1,71.8,47.8,226.2,182,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-07-30T10:30:13.907385Z,4.9,Gosling,13618,0,10812,0,0,8,40387,81,FALSE,9.7556,0.205,0.1025
Jefferson,Lerma,Bournemouth,Midfielder,1942,1,33,2,3,0,0,0,0,9,1,2,2,48,282,['form'],FALSE,0.1,140.1,55.9,341.2,81,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-22T17:30:19.416565Z,4.8,Lerma,13796,0,20972,0,0,10,152551,82,FALSE,21.5778,0.0463,0.0927
Jack,Stacey,Bournemouth,Defender,1066,0,19,2,1,0,0,0,0,2,0,2.5,4,30,185,['form'],FALSE,0.1,112.9,44.4,256.6,74,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-12-28T15:00:27.078393Z,4.3,Stacey,8005,0,13373,0,0,7,154131,446,FALSE,11.8444,0,0.1689
Philip,Billing,Bournemouth,Midfielder,2162,1,36,1,5,0,0,0,0,7,0,2.2,5,60,314,['form'],FALSE,0.2,203.8,100,503.8,291,available,100,100,0,0,0,0,1,0,0,0,N/A,2020-03-07T18:00:22.694457Z,5,Billing,27156,0,25925,0,0,12,168991,476,FALSE,24.0222,0.0416,0.0416
Arnaut,Danjuma Groeneveld,Bournemouth,Midfielder,405,0,6,1,2,0,0,0,0,0,0,2,0,18,55,['form'],FALSE,0,39.8,20.5,45.4,120,available,100,75,0,0,-0.2,0.2,0,0,0,0,N/A,2019-12-15T13:00:23.507388Z,5.8,Danjuma,1095,0,4905,0,0,3.1,220307,492,FALSE,4.5,0,0.2222
Aaron,Ramsdale,Bournemouth,Goalkeeper,2520,0,44,1,4,0,0,102,0,0,0,3.4,10,96,520,['form'],FALSE,3.5,10,76.9,759,0,available,100,100,0,0,0,0,3,0,0,0,N/A,2020-01-12T14:00:23.328650Z,4.5,Ramsdale,664636,0,447801,0,0,21.3,225321,494,FALSE,28,0,0.0357
Harry,Wilson,Bournemouth,Midfielder,1432,7,28,1,2,0,0,0,0,1,0,3.7,7,84,280,['form'],FALSE,1.8,228.4,113.1,360.2,543,available,100,100,0,0,-0.2,0.2,2,0,0,0,N/A,2020-03-01T19:00:16.835481Z,5.8,Harry Wilson,633018,0,612300,0,0,14.5,153682,505,FALSE,15.9111,0.4399,0.0628
Christian,Saydee,Bournemouth,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Saydee,749,0,544,0,0,0,461017,564,FALSE,0,0,0
Gavin,Kilkenny,Bournemouth,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Kilkenny,452,0,354,0,0,0,444183,565,FALSE,0,0,0
Mihai-Alexandru,Dobre,Bournemouth,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-02-01T00:00:22.909965Z,4.4,Dobre,403,0,331,0,0,0,207300,574,FALSE,0,0,0
Shane,Duffy,Brighton & Hove Albion,Defender,1071,1,15,0,2,0,0,0,0,1,0,2.4,1,36,187,['form'],FALSE,0.9,29.4,37.9,254,96,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-01-30T15:00:21.405457Z,4.8,Duffy,50974,0,176295,0,0,7.5,61933,37,FALSE,11.9,0.084,0
Martin,Montoya,Brighton & Hove Albion,Defender,1703,0,25,1,6,0,0,0,0,5,0,2.6,3,60,293,['form'],FALSE,0.6,335,82.8,317.6,173,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2019-09-14T16:30:10.724610Z,4.3,Montoya,97022,0,108520,0,0,14,86153,38,FALSE,18.9222,0,0.0528
Bernardo,Fernandes da Silva Junior,Brighton & Hove Albion,Defender,541,0,12,0,1,0,0,0,0,1,0,1.8,3,18,102,['form'],FALSE,0.1,58.6,26.4,122.6,82,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-09-14T16:30:10.738160Z,4.3,Bernardo,7626,0,12655,0,0,4.2,209362,39,FALSE,6.0111,0,0
Leon,Balogun,Brighton & Hove Albion,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-02-01T00:00:21.930237Z,4.3,Balogun,1299,0,5100,0,0,0,52484,40,FALSE,0,0,0
Gaetan,Bong,Brighton & Hove Albion,Defender,57,0,3,0,0,0,0,0,0,0,0,0.8,0,3,15,['form'],FALSE,0.1,27.9,5,16,6,unavailable,0,0,0,0,-0.3,0.3,0,0,0,0,Joined Nottingham Forest on a permanent deal on 30/1,2020-01-31T01:30:13.684095Z,4.2,Bong,2366,0,8306,0,0,0.7,42748,41,FALSE,0.6333,0,0
Lewis,Dunk,Brighton & Hove Albion,Defender,2430,2,36,3,6,0,0,0,0,9,0,3.3,11,90,510,['form'],FALSE,12.3,147.9,113.3,612.8,372,available,100,100,0,0,0.2,-0.2,3,0,0,0,N/A,2019-12-26T12:30:21.551588Z,4.7,Dunk,1416152,0,1103412,0,0,19.1,83299,42,FALSE,27,0.0741,0.1111
Matthew,Clarke,Brighton & Hove Albion,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,4.3,Clarke,432,0,1315,0,0,0,178173,43,FALSE,0,0,0
Glenn,Murray,Brighton & Hove Albion,Striker,701,1,10,0,2,0,0,0,0,0,0,1.5,0,29,54,['form'],FALSE,0.7,46.2,30.6,58,205,available,100,100,0,0,-0.6,0.6,0,0,0,0,N/A,2020-01-05T01:00:11.784092Z,5.4,Murray,52658,0,225062,0,0,5.4,20529,44,FALSE,7.7889,0.1284,0
Jurgen,Locadia,Brighton & Hove Albion,Striker,85,0,1,0,1,0,0,0,0,0,0,1.5,0,3,5,['form'],FALSE,0.1,1.3,3.3,3.2,30,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined FC Cincinnatti on loan until the end of the season on 12/2. - Expected back 05 Jul,2020-02-13T00:30:19.910430Z,5.2,Locadia,6761,0,23780,0,0,0.6,106757,45,FALSE,0.9444,0,0
Florin,Andone,Brighton & Hove Albion,Striker,71,1,2,0,0,0,0,0,0,0,1,1.7,1,5,20,['form'],FALSE,0.3,11.3,7.6,45,21,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,4.7,Andone,159835,0,196731,0,0,1.1,93284,46,FALSE,0.7889,1.2676,0
Mathew,Ryan,Brighton & Hove Albion,Goalkeeper,2610,0,40,0,6,0,0,92,0,0,0,3.5,12,102,577,['form'],FALSE,13.9,0,79.2,791.6,0,available,0,0,0,0,0.2,-0.2,0,0,0,0,N/A,N/A,4.7,Ryan,1136337,0,1017790,0,0,21.7,131897,47,FALSE,29,0,0
David,Button,Brighton & Hove Albion,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,20.5,0,0,0,0,available,0,0,0,0,-0.1,0.1,2,0,0,0,N/A,N/A,3.9,Button,667332,0,853443,0,0,0,50093,48,FALSE,0,0,0
Pascal,Gross,Brighton & Hove Albion,Midfielder,1485,2,25,5,3,0,0,0,1,2,0,3,7,69,298,['form'],FALSE,0.5,804,144.5,339.6,305,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,6.2,Gross,112370,0,136833,0,0,11.1,60307,49,FALSE,16.5,0.1212,0.303
Alireza,Jahanbakhsh,Brighton & Hove Albion,Midfielder,284,2,3,1,1,0,0,0,0,0,0,3.2,2,26,86,['form'],FALSE,0.1,60.5,25.7,90.2,106,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-09-19T14:00:12.919069Z,5.8,Jahanbakhsh,12390,0,14575,0,0,4.5,165210,50,FALSE,3.1556,0.6338,0.3169
Jose Heriberto,Izquierdo Mena,Brighton & Hove Albion,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,injured,0,0,0,0,-0.1,0.1,0,0,0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,5.4,Izquierdo,203,0,283,0,0,0,167473,51,FALSE,0,0,0
Anthony,Knockaert,Brighton & Hove Albion,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,5.3,Knockaert,314,0,959,0,0,0,83543,52,FALSE,0,0,0
Yves,Bissouma,Brighton & Hove Albion,Midfielder,663,0,7,0,2,0,0,0,0,2,0,1.5,0,19,101,['form'],FALSE,0,74.1,26.5,114,78,available,100,100,0,0,0,0,0,0,0,0,N/A,2019-06-25T11:30:06.944296Z,5,Bissouma,1315,0,1357,0,0,3.8,227127,53,FALSE,7.3667,0,0
Davy,Propper,Brighton & Hove Albion,Midfielder,2340,1,36,2,5,0,0,0,1,4,0,2.5,2,64,384,['form'],FALSE,0.4,379.5,108.2,461.2,243,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-09-29T10:30:09.519275Z,4.8,Propper,91558,0,94381,0,0,13.3,66242,54,FALSE,26,0.0385,0.0769
Solomon,March,Brighton & Hove Albion,Midfielder,880,0,12,1,4,0,0,0,0,2,0,2.3,3,30,99,['form'],FALSE,0.2,200.5,62.2,156.8,264,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2019-11-28T14:00:24.105131Z,4.6,March,35213,0,58360,0,0,6.5,109345,55,FALSE,9.7778,0,0.1023
Beram,Kayal,Brighton & Hove Albion,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,available,100,100,0,0,-0.2,0.2,3,0,0,0,N/A,2019-08-08T22:00:09.076501Z,4.3,Kayal,34710,0,31679,0,0,0,38490,56,FALSE,0,0,0
Dale,Stephens,Brighton & Hove Albion,Midfielder,1940,0,33,1,4,0,0,0,0,6,0,2,1,48,322,['form'],FALSE,1.7,226.7,67,357,86,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-02-08T17:30:21.605491Z,4.4,Stephens,187229,0,277612,0,0,10.9,40845,57,FALSE,21.5556,0,0.0464
Leandro,Trossard,Brighton & Hove Albion,Midfielder,1438,3,24,5,2,0,0,0,0,0,0,3.3,6,75,278,['form'],FALSE,0.4,489.1,117,316.2,367,available,100,100,0,0,-0.2,0.2,2,0,0,0,N/A,2019-11-16T11:00:16.932007Z,5.8,Trossard,121423,0,145186,0,0,12.9,116216,421,FALSE,15.9778,0.1878,0.3129
Dan,Burn,Brighton & Hove Albion,Defender,2147,0,32,0,6,0,0,0,0,4,0,2.3,0,57,366,['form'],FALSE,0.2,275.6,83.8,461.2,102,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-01-01T14:30:13.406599Z,4.5,Burn,35053,0,34830,0,0,12.7,78916,475,FALSE,23.8556,0,0
Adam,Webster,Brighton & Hove Albion,Defender,2015,3,33,1,3,0,0,0,1,3,0,3,7,69,396,['form'],FALSE,0.6,147.7,89.2,538.2,204,available,100,100,0,0,0,0,1,0,0,0,N/A,2019-11-02T18:00:16.279714Z,4.5,Webster,106229,0,72573,0,0,15.3,110735,493,FALSE,22.3889,0.134,0.0447
Neal,Maupay,Brighton & Hove Albion,Striker,2109,8,28,2,6,0,0,0,0,3,0,3.6,15,101,277,['form'],FALSE,1.7,264.5,191.7,405,1250,available,0,0,0,0,-0.3,0.3,1,0,0,0,N/A,N/A,5.7,Maupay,517364,0,441819,0,0,17.7,115382,502,FALSE,23.4333,0.3414,0.0853
Aaron,Mooy,Brighton & Hove Albion,Midfielder,1651,2,26,1,4,0,0,0,0,0,1,2.9,9,64,267,['form'],FALSE,0.7,510.3,111.9,354.8,255,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-01-09T14:00:18.516961Z,4.8,Mooy,106729,0,81954,0,0,13.3,74471,516,FALSE,18.3444,0.109,0.0545
Aaron,Connolly,Brighton & Hove Albion,Striker,827,2,13,2,3,0,0,0,0,0,0,2.4,3,41,90,['form'],FALSE,1.1,62.9,49.2,91,347,available,100,75,0,0,-0.3,0.3,7,0,0,0,N/A,2020-03-20T16:00:27.160405Z,4.2,Connolly,409579,0,347582,0,0,9.8,233425,534,FALSE,9.1889,0.2177,0.2177
Tudor,Baluta,Brighton & Hove Albion,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,not available,0,0,0,0,0,0,0,0,0,0,Joined ADO Den Haag on loan until the end of the season on 17/1. - Expected back 01 Jul,2020-01-17T11:00:15.294241Z,4,Baluta,25663,0,20885,0,0,0,213056,536,FALSE,0,0,0
Steven,Alzate,Brighton & Hove Albion,Midfielder,1181,0,18,0,3,0,0,0,0,1,0,1.7,0,33,183,['form'],FALSE,0.1,214.1,62.3,202,205,available,100,75,0,0,0,0,0,0,0,0,N/A,2020-03-17T21:30:20.550318Z,4.5,Alzate,18986,0,12999,0,0,7.3,235382,537,FALSE,13.1222,0,0
Ezequiel,Schelotto,Brighton & Hove Albion,Defender,287,0,6,0,0,0,0,0,0,2,0,1.1,0,7,30,['form'],FALSE,0.6,7.9,8.5,30.8,48,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Schelotto,73238,0,42133,0,0,1.8,74375,546,FALSE,3.1889,0,0
Tariq,Lamptey,Brighton & Hove Albion,Defender,31,0,0,0,0,0,0,0,0,0,0,1,0,1,8,['form'],FALSE,0.1,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Lamptey,11776,0,6004,0,0,0.2,232792,586,FALSE,0.3444,0,0
Alexis,Mac Allister,Brighton & Hove Albion,Midfielder,10,0,0,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0,0.8,0.9,0.6,8,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,5.5,Mac Allister,713,0,181,0,0,0.2,243016,627,FALSE,0.1111,0,0
Ben,Mee,Burnley,Defender,2610,0,40,2,11,0,0,0,0,7,0,3,1,87,476,['form'],FALSE,1.2,95,101.7,577,343,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,5,Mee,108174,0,89835,0,0,17.4,51927,83,FALSE,29,0,0.069
James,Tarkowski,Burnley,Defender,2610,1,40,2,11,0,0,0,0,8,0,3.5,10,101,515,['form'],FALSE,3.9,110.9,107.4,668.6,294,available,100,100,0,0,0.2,-0.2,2,0,0,0,N/A,2019-08-03T18:30:13.047591Z,5.2,Tarkowski,509909,0,368638,0,0,19.4,17761,84,FALSE,29,0.0345,0.069
Matthew,Lowton,Burnley,Defender,1350,0,26,1,5,0,0,0,0,2,0,2.7,0,41,236,['form'],FALSE,0.3,178.1,45.9,264.8,15,available,100,0,0,0,-0.3,0.3,0,0,0,0,N/A,2020-02-13T14:30:21.029511Z,4.2,Lowton,109485,0,112995,0,0,9.8,68983,85,FALSE,15,0,0.0667
Phil,Bardsley,Burnley,Defender,1260,0,14,1,6,0,0,0,0,4,0,3.4,2,48,230,['form'],FALSE,0.3,93.1,40.1,230.4,77,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-01-24T15:30:17.654643Z,4.3,Bardsley,26879,0,21660,0,0,11.2,17997,86,FALSE,14,0,0.0714
Charlie,Taylor,Burnley,Defender,1375,0,11,0,7,0,0,0,0,3,0,3.2,2,55,258,['form'],FALSE,2.4,196.6,45.7,239.4,19,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-13T14:30:21.040866Z,4.3,Taylor,220453,0,140473,0,0,12.8,103914,87,FALSE,15.2778,0,0
Kevin,Long,Burnley,Defender,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,['form'],FALSE,0.1,0.1,0,0,0,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-12-05T14:00:19.724270Z,4.3,Long,4303,0,9363,0,0,0.2,41674,88,FALSE,0.0222,0,0
Ben,Gibson,Burnley,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,2.5,0,0,0,0,injured,0,0,0,0,-0.1,0.1,9,0,0,0,Lack of match fitness - Unknown return date,2020-01-24T15:30:17.666302Z,3.9,Gibson,157218,0,205634,0,0,0,83312,89,FALSE,0,0,0
Ashley,Barnes,Burnley,Striker,1350,6,21,0,8,0,0,0,0,4,0,3.2,6,61,161,['form'],FALSE,2.2,85.1,75.9,226.2,474,doubtful,75,75,0,0,-0.4,0.4,1,0,0,0,Lack of match fitness - 75% chance of playing,2020-01-05T01:00:11.884714Z,6.1,Barnes,1128129,0,1178508,0,0,10,44699,90,FALSE,15,0.4,0
Chris,Wood,Burnley,Striker,2061,11,28,1,10,0,0,0,1,1,0,4.2,16,109,302,['form'],FALSE,1.5,248.1,158,453.8,891,available,100,100,0,0,-0.4,0.4,3,0,0,0,N/A,2020-02-15T15:30:12.977898Z,6.1,Wood,362312,0,375060,0,0,17.9,60689,91,FALSE,22.9,0.4803,0.0437
Matej,Vydra,Burnley,Striker,328,2,1,1,2,0,0,0,0,0,0,2.6,3,26,84,['form'],FALSE,0.2,55,32,111.4,153,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2019-11-21T14:00:21.258493Z,5.3,Vydra,24256,0,17075,0,0,4.9,81183,92,FALSE,3.6444,0.5488,0.2744
Nick,Pope,Burnley,Goalkeeper,2610,0,40,0,11,0,1,89,0,0,0,4.4,17,128,598,['form'],TRUE,18.8,30.3,70.3,671.6,2,available,100,100,0,0,0.4,-0.4,1,0,0,0,N/A,2019-07-31T00:00:11.182051Z,4.9,Pope,1678275,0,814138,0,0,26.1,98747,93,FALSE,29,0,0
Joe,Hart,Burnley,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,1.1,0,0,0,0,available,0,0,0,0,-0.3,0.3,0,0,0,0,N/A,N/A,4.2,Hart,24631,0,96657,0,0,0,15749,95,FALSE,0,0,0
Johann Berg,Gudmundsson,Burnley,Midfielder,398,1,4,0,3,0,0,0,0,0,0,2.9,1,20,66,['form'],FALSE,0.4,156.8,33.1,83.2,92,available,100,0,0,0,-0.1,0.1,0,0,0,0,N/A,2020-02-27T15:30:14.103585Z,5.9,Gudmundsson,79829,0,116385,0,0,3.4,60586,96,FALSE,4.4222,0.2261,0
Dwight,McNeil,Burnley,Midfielder,2529,2,38,6,12,0,0,0,0,4,0,3.4,6,99,410,['form'],FALSE,1.1,713.6,152.6,503.8,309,available,100,100,0,0,0.1,-0.1,1,0,0,0,N/A,2019-09-26T14:30:17.961067Z,6.1,McNeil,202009,0,157599,0,0,16.2,433154,97,FALSE,28.1,0.0712,0.2135
Robbie,Brady,Burnley,Midfielder,395,1,10,2,1,0,0,0,0,1,0,2.1,0,29,104,['form'],FALSE,0,87.2,27.9,105.6,86,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-01-12T11:00:21.132803Z,5.5,Brady,3930,0,4496,0,0,5.3,90517,98,FALSE,4.3889,0.2278,0.4557
Steven,Defour,Burnley,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,5.5,Defour,323,0,443,0,0,0,39847,99,FALSE,0,0,0
